"",gene_symbol,GSM1545535,GSM1545536,GSM1545537,GSM1545538,GSM1545539,GSM1545540,GSM1545541,GSM1545542,GSM1545543,GSM1545544,GSM1545545
ENSMUSG00000042425,Frmpd3,0.13294,0.0978,0.09161,0.061,0.10274,0.11394,0.0862,0.36657,0.18123,0.16159,0.21627
ENSMUSG00000042426,Dhx29,23.13087,25.9182,29.06267,40.15496,36.31884,28.6115,27.15347,33.96313,68.90466,27.26874,21.5406
ENSMUSG00000042428,Mgat3,0.58492,8.31338,33.29954,6.78654,12.82546,6.51763,0.89075,4.52629,82.56961,7.67564,0.99485
ENSMUSG00000042429,Adora1,5.21109,1.51597,15.09243,6.74079,7.79117,2.97396,8.47648,9.96103,0.10874,2.54508,3.80637
ENSMUSG00000042433,Pih1h3b,0.02659,0,0.0229,0.01525,0,0.02279,0,0,0,0,0.04325
ENSMUSG00000042436,Mfap4,0.15952,0.80689,4.99264,1.37256,1.33563,0.68367,3.20382,2.85284,0.25373,0.68677,2.03295
ENSMUSG00000042439,Zfp532,44.4804,33.88927,59.38495,57.79996,71.7815,43.59523,37.84245,50.13984,44.65573,40.60012,47.88243
ENSMUSG00000042444,Fam63b,39.58836,75.7496,117.55609,23.19624,24.55503,68.09333,54.73795,28.41683,43.96705,94.61242,55.06263
ENSMUSG00000042446,Zmym4,62.79899,52.74109,56.72831,52.24872,51.84981,59.18286,80.9001,52.65799,89.71017,57.24415,62.11307
ENSMUSG00000042447,Mios,20.97731,19.58535,32.7957,18.8498,15.58234,17.39935,17.03916,21.10145,35.34037,25.00644,24.30887
ENSMUSG00000042448,Hoxd1,0,0,0,0,0.03425,0,0,0,0,0,0
ENSMUSG00000042451,Mybph,12.86821,1.49152,20.13088,49.5036,33.27086,7.08736,34.72483,117.97047,0.14499,1.21194,4.6282
ENSMUSG00000042453,Reln,2.47261,1.22256,7.58057,503.62214,522.91593,2.64352,15.11399,664.90275,4.85704,0.88876,4.19566
ENSMUSG00000042459,Bpifa2,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000042460,C1galt1,47.88357,192.50374,156.32922,47.29226,38.32228,158.91862,97.10598,59.81399,77.93005,192.73948,74.78655
ENSMUSG00000042462,Dctpp1,7.33807,10.41618,8.58826,29.449,23.93858,11.48562,7.84434,15.57108,31.53449,8.40281,6.96393
ENSMUSG00000042472,Zfp410,37.51455,30.17269,42.00231,29.18974,28.49342,36.62181,42.28183,36.89566,32.00569,37.69146,45.67646
ENSMUSG00000042473,Tbc1d8b,33.52647,26.40722,86.36353,40.73448,26.66121,25.13619,38.91997,41.39007,74.26915,34.94438,39.8804
ENSMUSG00000042474,Fcmr,0.10635,0,0.29773,0.27451,0.2911,0.07976,0.15804,0.33469,0.14499,0.0404,0.04325
ENSMUSG00000042476,Abcb4,0,0,0,0.07625,0.01712,0.05697,0.01437,0.06375,0.21748,0,0
ENSMUSG00000042477,Tfap2e,1.01031,0.34232,0.20612,0.18301,0.20548,0.35323,0.66088,0.11156,0.03625,0.48478,1.12461
ENSMUSG00000042485,Mustn1,1.83452,0.83134,2.56503,1.57082,2.85962,1.52686,2.55731,2.67752,1.23238,2.1007,2.50875
ENSMUSG00000042487,Leo1,41.74192,25.06241,36.29971,27.69518,21.13034,34.58221,41.47728,28.95871,33.99925,25.49122,37.4149
ENSMUSG00000042489,Clspn,5.42379,3.52096,6.93931,19.68859,15.7022,4.68313,3.16072,14.02513,64.51883,3.75703,4.84447
ENSMUSG00000042492,Tbc1d10b,30.1499,30.2216,54.71294,32.14837,23.54474,35.93815,34.5237,41.45382,53.13742,23.95609,28.46128
ENSMUSG00000042496,Prdm10,3.66903,3.05639,3.96205,1.54032,1.72947,1.62941,1.60909,1.75314,1.88482,2.70667,2.42224
ENSMUSG00000042498,D330045A20Rik,0.02659,0.24451,0.06871,0.38127,0.20548,0.12534,0.2586,0.06375,0.03625,0.72717,0.38929
ENSMUSG00000042499,Hoxd11,0,0.02445,0,0,0,0.02279,0,0.03188,0,0.0808,0.04325
ENSMUSG00000042500,Ago4,12.38964,13.42367,10.58074,16.54695,17.73989,10.76777,9.16609,14.82201,2.1023,14.90691,15.48501
ENSMUSG00000042501,Cpa6,2.4992,1.71158,1.78636,26.20061,21.06184,1.20781,2.81592,22.45615,2.24729,2.1815,2.24922
ENSMUSG00000042502,Cd2bp2,12.23012,18.53396,18.75676,18.9413,13.37341,10.39175,9.82697,11.01292,20.9505,12.48302,8.95362
ENSMUSG00000042505,Sdhaf3,3.16388,3.12974,5.77131,3.4314,3.23633,2.59794,3.33312,2.18346,5.47323,2.70667,4.10915
ENSMUSG00000042506,Usp22,137.72175,153.72425,128.27424,107.88308,69.6582,139.1948,107.6513,105.22035,174.34583,167.69264,135.29921
ENSMUSG00000042507,Elmsan1,115.7873,79.27056,61.24001,149.4716,121.04567,70.20131,79.60708,154.08518,71.58691,89.36066,116.65664
ENSMUSG00000042508,Dmtf1,52.98831,44.23209,104.47904,60.98734,45.8566,45.60065,60.58528,90.27084,83.98322,69.64638,66.65476
ENSMUSG00000042510,AA986860,35.81297,38.24157,32.56668,2.56211,2.22605,33.60228,33.99212,3.04409,2.53726,52.15399,36.89585
ENSMUSG00000042514,Klhl14,0.02659,0,0,0,0,0,0.01437,0,0.03625,0.0808,0.04325
ENSMUSG00000042515,Mum1l1,10.26266,64.69769,7.9699,5.50548,6.48979,26.82257,8.74945,5.19567,12.28758,47.75059,16.04732
ENSMUSG00000042520,Ubap2l,19.70112,37.89925,52.19371,32.89565,38.16817,35.15193,38.40276,46.28293,89.56519,30.1774,31.57558
ENSMUSG00000042523,Dnal1,10.1829,14.84184,31.94832,18.97181,19.89745,13.69615,11.551,15.71452,20.44305,25.73361,15.52827
ENSMUSG00000042524,Sun2,370.54594,311.31178,230.30276,180.99469,195.27583,321.72276,308.24217,168.71595,109.86325,265.21372,306.45618
ENSMUSG00000042525,4933428M09Rik,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000042529,Kcnj12,0.02659,0.0978,0.43514,0.59478,0.39384,0.01139,0.01437,0.39844,0.21748,0.0808,0.04325
ENSMUSG00000042532,Golga7b,0.15952,1.32036,3.50401,0.04575,0.17123,0.68367,0.1724,0.11156,0.21748,2.1007,0.30278
ENSMUSG00000042535,Gtpbp1,51.18038,54.89279,48.25457,70.13773,68.68216,59.707,53.31562,64.61123,76.80641,55.99181,44.37883
ENSMUSG00000042540,Acot5,1.62182,0.29341,0.16031,0.50327,0.34247,0.56972,2.34181,0.57376,0,0.44438,3.20081
ENSMUSG00000042541,Shfm1,42.85858,67.70518,87.30252,92.83069,79.28158,70.66848,52.1088,74.81132,146.83471,66.9397,56.14398
ENSMUSG00000042548,Asxl1,84.36122,93.55002,95.82207,114.66962,110.60037,113.29518,93.31311,131.93185,114.75653,104.87355,94.55374
ENSMUSG00000042549,Map2k3os,10.98052,6.82187,1.32832,9.07414,8.93844,6.77971,8.28971,8.86133,3.87838,4.4034,5.36352
ENSMUSG00000042554,Zp3r,0,0.02445,0,0,0,0,0,0,0,0,0
ENSMUSG00000042557,Sin3a,44.98556,58.82942,99.11996,68.50591,70.80547,65.65491,55.68616,64.45185,96.08956,75.14052,40.87524
ENSMUSG00000042558,Adprhl2,20.65826,25.47808,26.0396,24.32478,18.78443,23.35866,18.74882,18.3283,29.32345,26.94555,21.71362
ENSMUSG00000042564,Fam227a,1.48888,4.89023,2.42761,1.25055,1.72947,3.58926,1.7384,1.92846,4.2046,6.14052,3.46034
ENSMUSG00000042567,Nek10,0,0,0.11451,0,0.01712,0.01139,0,0,0.32622,0.0404,0
ENSMUSG00000042569,Dhrs7b,13.85194,26.33387,22.6272,17.75175,15.03439,20.70375,12.47048,8.30351,37.29768,21.49181,13.84135
ENSMUSG00000042570,Mier2,25.3642,34.32939,69.11831,25.97185,21.47281,27.02767,22.65663,23.42834,37.1527,33.24766,25.30372
ENSMUSG00000042572,Ube2q1,17.2551,28.0699,48.91872,28.70172,26.72971,27.89365,19.33787,23.25303,44.61948,24.76405,14.14413
ENSMUSG00000042579,4632404H12Rik,0.63809,1.51597,3.54981,0.62528,0.94179,0.85458,0.60341,0.54188,1.48611,1.33314,1.12461
ENSMUSG00000042581,Thsd7b,0.2127,0.12226,0.11451,0.15251,0.2226,0.10255,0.2155,0.43032,0.90616,0.36358,0.34603
ENSMUSG00000042589,Cux2,2.68531,2.42066,1.37412,2.48586,3.08222,1.8459,1.93953,3.61785,2.97222,2.2623,2.63851
ENSMUSG00000042590,Ipo11,26.10864,25.20911,27.89467,35.01549,33.30511,29.19262,22.31182,28.7037,69.62959,30.62178,29.49938
ENSMUSG00000042594,Sh2b3,33.71258,23.74205,43.35353,49.18334,45.22303,26.85676,30.09869,51.11204,64.04763,25.69321,29.80216
ENSMUSG00000042595,Fam199x,20.17969,21.5659,43.53675,21.35091,13.20218,19.09713,24.05022,23.26897,51.10761,32.19731,26.38508
ENSMUSG00000042596,Tfap2d,0,0,0,0,0,0.01139,0,0,0,0,0
ENSMUSG00000042599,Kdm7a,53.22759,48.43769,127.65588,83.92431,78.47677,46.21596,60.78642,98.30342,36.02906,78.89755,70.02859
ENSMUSG00000042604,Kcna4,0.18611,0,0.36643,0.24401,0.2911,0.02279,0.07183,0.11156,3.1172,0,0.08651
ENSMUSG00000042605,Atxn2,54.34426,59.19618,78.46234,52.935,55.83957,70.18991,66.31768,65.56749,109.50078,67.10129,48.05544
ENSMUSG00000042606,Hirip3,12.92138,12.10331,14.45118,45.73669,33.56196,9.69669,8.80692,23.01396,48.20789,11.83665,9.29966
ENSMUSG00000042607,Asb4,0.07976,0.17116,0.20612,0.51852,0.44521,0.48996,0.35917,1.08376,0.76118,0.44438,0.12976
ENSMUSG00000042608,Stk40,598.63762,256.83467,60.04911,230.04077,202.58754,358.76617,514.82404,325.46272,44.40201,214.87765,408.62266
ENSMUSG00000042613,Pbxip1,92.73619,145.31306,75.7599,273.47462,395.26061,138.06675,84.6786,264.4534,71.87688,158.44147,94.72675
ENSMUSG00000042616,Oscp1,2.95118,5.18364,4.46589,12.99355,12.63711,5.82257,2.24124,7.58632,21.38546,6.4233,1.77342
ENSMUSG00000042622,Maff,694.75038,329.43007,112.0138,709.64314,819.10025,330.16606,470.43027,422.07674,29.10597,275.03047,574.97841
ENSMUSG00000042625,Safb2,186.32317,113.37989,119.54857,115.03564,78.4254,101.38796,156.95855,134.49781,122.11458,134.08139,191.70272
ENSMUSG00000042626,Shc1,121.71625,132.37842,126.00694,96.85686,96.62763,127.2534,118.41212,90.36647,209.54122,135.77812,131.27657
ENSMUSG00000042628,Zfyve1,41.44946,60.07643,72.14138,27.37491,34.40101,48.64298,38.2591,26.63181,34.28922,60.3952,41.43755
ENSMUSG00000042631,Xkr7,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000042632,Pla2g6,16.56383,24.89125,19.94766,11.22448,14.48644,20.28215,20.73146,16.33609,30.95454,19.83548,18.25328
ENSMUSG00000042638,Gucy2c,0.02659,0.02445,0.06871,0.04575,0,0.03418,0.10057,0.11156,0.03625,0.0404,0.04325
ENSMUSG00000042641,Rgsl1,0.18611,0.31786,0.22902,0.0915,0.08562,0.30765,0.34481,0.19125,0.18123,0.60597,0.12976
ENSMUSG00000042642,Flad1,11.96424,23.8154,25.14642,8.40311,8.86995,22.4357,15.04216,6.69381,19.97184,26.62237,14.8362
ENSMUSG00000042644,Itpr3,234.28649,327.74294,405.59485,117.03347,140.90887,295.77756,219.44026,113.44418,280.14947,279.19148,189.41025
ENSMUSG00000042647,Acad10,4.70594,6.99302,3.27499,5.73424,8.88707,6.46066,5.28702,5.75349,2.79098,6.5445,5.23376
ENSMUSG00000042650,Alkbh5,158.51295,145.94879,426.02346,182.5045,213.70066,168.0228,168.19348,153.92581,177.86175,134.52577,135.42898
ENSMUSG00000042655,Fam159b,0,0.02445,0,0,0,0.01139,0,0.01594,0.03625,0,0
ENSMUSG00000042659,Arrdc4,342.52303,109.17429,35.54394,31.37058,27.72287,123.66414,252.02443,33.00687,19.79061,103.86359,346.85563
ENSMUSG00000042660,Wdr55,24.3273,19.43865,25.21513,24.53829,21.19883,20.69235,17.1972,20.52769,27.36613,18.70433,19.89694
ENSMUSG00000042662,Dusp15,0.18611,0.02445,0.16031,0.07625,0.01712,0.03418,0.2155,0.07969,0,0,0.04325
ENSMUSG00000042670,Immp1l,14.88884,18.04493,15.22985,19.12431,19.6406,17.76397,16.19151,14.67857,21.4942,19.06792,16.00406
ENSMUSG00000042671,Rgs8,0,0.0489,0.0229,0.32026,0.30822,0,0.05747,0.20719,0.03625,0.16159,0
ENSMUSG00000042672,Dcst1,0.93055,2.2495,2.54212,0.67103,0.73631,1.52686,1.36486,0.60563,1.48611,3.11066,2.16271
ENSMUSG00000042675,Ypel3,27.19872,53.57242,92.11194,23.425,32.17496,36.41671,19.62521,28.03432,14.49861,61.36476,33.04623
ENSMUSG00000042677,Zc3h12a,589.06622,198.27421,69.48474,39.19416,40.29148,352.54479,622.90635,47.23919,18.70321,135.33374,387.64436
ENSMUSG00000042678,Myo15,0.58492,0.61128,0.57255,1.0828,1.18152,0.54693,0.99132,1.45033,0.83367,0.84836,1.21112
ENSMUSG00000042680,Garem1,27.49118,8.16668,46.03307,7.74733,8.13364,14.10635,25.2714,7.04444,8.19172,7.06967,19.63742
ENSMUSG00000042682,Selk,72.37039,87.33943,115.12848,77.39704,51.23336,56.2089,50.41351,51.74954,58.64689,69.24239,65.74642
ENSMUSG00000042684,Npl,0.18611,0.29341,1.48863,2.36385,1.42125,0.31905,0.66088,1.97627,0.50745,1.05035,0.43254
ENSMUSG00000042686,Jph1,4.7857,2.44511,4.62621,5.62749,5.58224,2.01682,3.89343,6.02443,7.79301,1.00995,2.42224
ENSMUSG00000042688,Mapk6,258.02887,121.52211,247.25026,201.55256,155.08709,144.28813,213.36306,256.40489,287.43502,129.678,237.89824
ENSMUSG00000042694,Obfc1,5.90236,22.61729,10.35172,10.5992,10.82202,23.07379,10.11431,12.78199,28.77975,24.36007,13.14928
ENSMUSG00000042699,Dhx9,217.56314,218.95987,221.7603,336.76481,315.99615,296.5068,296.47566,364.87652,496.79501,274.74768,267.18135
ENSMUSG00000042700,Sipa1l1,6.30117,58.65826,145.51946,36.81506,34.21265,55.00109,12.85839,31.65217,196.41997,63.18268,18.21003
ENSMUSG00000042705,Commd10,12.4694,19.82987,22.39818,25.81935,33.09963,19.38199,12.82966,25.89868,21.82041,20.96663,15.8743
ENSMUSG00000042707,Dnali1,0.13294,0.26896,0.18322,0.24401,0.25685,0.26207,0.15804,0.1275,0.10874,0.0808,0.12976
ENSMUSG00000042708,Shcbp1l,0.05317,0.0489,0.25192,0.16776,0.13699,0.17092,0.07183,0.15938,2.35602,0,0.08651
ENSMUSG00000042709,Atpaf2,16.27137,20.17218,20.08508,20.39012,18.09949,15.51926,12.21188,14.79014,29.50468,17.65398,14.10088
ENSMUSG00000042712,Wbp5,152.31813,168.07706,178.15485,206.89029,181.93666,208.86057,169.58707,173.70443,197.03616,247.03457,195.29282
ENSMUSG00000042717,Ppp1r3a,0,0,0.22902,0,0,0.01139,0,0.01594,0,0,0
ENSMUSG00000042719,Naa25,67.42516,68.1942,66.7365,71.99831,60.37729,73.14108,78.80253,96.86903,126.53665,76.71605,76.64649
ENSMUSG00000042724,Map3k9,31.63878,36.8723,44.22381,6.83229,5.8391,40.40478,31.65031,6.59819,4.53082,33.81323,29.41287
ENSMUSG00000042726,Trafd1,85.95645,87.38834,48.20876,44.79115,44.48672,68.58329,66.36078,43.06353,33.05684,106.65106,80.06357
ENSMUSG00000042729,Wdr74,22.51937,24.01101,24.34485,25.9566,24.84613,22.97124,21.88081,24.97429,37.98637,22.50176,21.71362
ENSMUSG00000042734,Ttc9,1.99404,20.93017,8.84018,2.80612,1.55823,17.37656,4.25261,3.0919,8.26421,17.65398,4.97424
ENSMUSG00000042737,Dpm3,7.0722,13.76599,8.49665,10.24844,9.9316,12.00977,8.03111,7.82539,8.98914,13.21019,9.21315
ENSMUSG00000042742,Bmt2,18.95668,14.96409,61.1026,33.26166,27.36327,14.35703,14.53932,31.0306,39.50872,21.00703,21.62711
ENSMUSG00000042743,Sgtb,7.0722,5.55041,12.98545,13.86284,12.60286,6.24417,6.65188,16.14484,9.27911,6.4233,6.53139
ENSMUSG00000042744,Gm15800,93.02865,100.73865,87.1422,92.90695,126.18271,117.24906,98.45647,131.03934,101.20033,113.96312,101.82044
ENSMUSG00000042745,Id1,24.16777,6.87077,73.90483,11.31598,17.53441,6.83668,27.26841,11.88949,39.7262,16.52284,29.32636
ENSMUSG00000042747,Krtcap2,26.21499,35.45414,35.58975,37.53184,35.75376,41.35052,37.15284,30.50466,49.33153,31.63174,35.85775
ENSMUSG00000042750,Bex2,0.95714,0.92914,0.41224,2.4401,1.81509,0.63809,0.47411,1.2272,0,0.60597,0.69207
ENSMUSG00000042751,Nmnat2,1.59523,4.84132,7.9699,0.12201,0.25685,2.8828,2.0832,0.17531,37.29768,1.61593,1.21112
ENSMUSG00000042757,Tmem108,0.07976,0.0489,4.32848,0.94554,0.5822,0.17092,0.0431,0.82876,1.0874,0.0808,0
ENSMUSG00000042759,Apobr,8.85354,2.81188,8.90889,2.80612,4.04113,4.17037,9.02242,3.58597,10.94645,2.94906,5.92583
ENSMUSG00000042761,Mrap2,1.14325,0.31786,0.54965,0.25926,0.32535,0.50136,0.74708,0.41438,0.14499,0.64637,0.95159
ENSMUSG00000042763,Maneal,0.05317,0.0489,0.0229,0.30501,0.35959,0.03418,0.01437,0.14344,0.07249,0.0404,0
ENSMUSG00000042766,Trim46,68.32913,19.48755,16.74138,2.60786,2.20893,24.01953,30.02685,2.16752,5.83569,13.81616,44.63836
ENSMUSG00000042770,Hebp1,24.43365,11.98105,27.91757,6.55778,8.2535,15.10906,19.63957,5.65787,6.52438,7.15047,22.83823
ENSMUSG00000042772,Smg7,128.28329,99.76061,110.70839,108.63036,92.75773,131.52632,161.46976,140.25131,162.45697,131.09193,158.56999
ENSMUSG00000042774,Olfr1353,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000042784,Muc1,147.50584,39.78199,49.90351,3.20264,4.62333,85.2534,154.09953,3.85691,2.02981,27.10715,116.31061
ENSMUSG00000042787,Exog,1.35595,3.86328,6.50417,4.11767,3.16784,4.86544,2.98832,3.98441,9.13413,5.25176,2.42224
ENSMUSG00000042788,Fam166b,0.26587,0.17116,0.0458,0.21351,0.23973,0.2051,0.27297,0.19125,0.03625,0.20199,0.25953
ENSMUSG00000042790,Rnf214,31.58561,26.87179,37.16999,31.7671,39.09284,35.30006,31.31988,38.0591,31.78821,28.84426,35.12243
ENSMUSG00000042793,Lgr6,164.52165,44.30545,132.3279,457.56519,478.80592,75.18069,138.64073,398.9034,13.73744,36.96429,138.11074
ENSMUSG00000042796,Olfr1032,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000042797,Aqp11,0.53174,0.85579,0.41224,0.32026,0.20548,1.0369,0.41664,0.22313,0.39871,0.52518,0.60556
ENSMUSG00000042800,1700015E13Rik,1.64841,0.48902,0.73286,0.061,0.08562,0.29626,1.03442,0.09563,0,0.28279,1.68691
ENSMUSG00000042801,Olfr769,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000042804,Gpr153,2.12698,3.39871,47.95684,77.15303,85.03505,3.45252,4.48248,103.35565,32.9481,2.30269,2.59525
ENSMUSG00000042807,Hecw2,0.71785,0.26896,43.46804,3.70591,2.91099,0.33044,1.33612,2.86878,2.42852,1.21194,3.37383
ENSMUSG00000042808,Gpx2,0.69127,0.51347,119.18214,2.3486,0.85617,0.53554,0.41664,0.94032,9.31536,0.28279,0.60556
ENSMUSG00000042810,Krba1,13.37337,12.47008,17.88648,10.78221,9.88023,8.99023,9.61147,12.41543,8.37295,11.59426,15.78779
ENSMUSG00000042812,Foxf1,0.29246,0.22006,0.09161,1.76908,2.89386,0.2051,0.11494,1.41845,36.02906,0.48478,0.17302
ENSMUSG00000042814,Mcts2,5.05157,6.4551,6.7561,6.71029,6.935,6.01628,5.6893,6.74163,13.73744,6.30211,4.93098
ENSMUSG00000042816,Gpr151,0.15952,0.12226,0.06871,0.25926,0.08562,0.10255,0.28734,0.54188,0.21748,0.40398,0.12976
ENSMUSG00000042817,Flt3,0,0.07335,0.0458,0.10675,0.10274,0.04558,0,0.06375,0.36247,0.0808,0.12976
ENSMUSG00000042821,Snai1,5.68966,4.23005,15.75659,5.33773,5.44526,14.81281,12.24061,7.09225,50.7814,3.43384,4.54169
ENSMUSG00000042826,Fgf11,2.10039,5.96608,10.83266,1.63182,2.05481,3.78296,1.35049,2.24721,0.94241,7.55445,2.03295
ENSMUSG00000042828,Trim72,0.53174,0.80689,7.83249,2.22659,4.02401,0.75203,0.80455,1.81689,0.10874,0.48478,0.34603
ENSMUSG00000042831,Alkbh6,18.05272,24.05991,13.67251,12.23102,11.42134,19.9631,14.59679,9.64228,12.94001,22.42096,17.04216
ENSMUSG00000042834,Nrep,40.06693,13.42367,54.50682,176.90751,155.80628,26.21867,30.38603,164.30122,31.53449,10.94789,33.69504
ENSMUSG00000042842,Serpinb6b,1.62182,1.22256,7.14543,26.44462,34.57225,0.8204,1.40796,19.26862,4.60331,1.41393,1.47064
ENSMUSG00000042845,Wfdc12,0.37222,5.99053,1.05349,0.51852,0.49658,7.50895,1.06315,0.58969,0.10874,1.93911,0.30278
ENSMUSG00000042846,Lrrtm3,0.10635,0.0489,0.0229,0.0305,0.05137,0.05697,0.10057,0.06375,0.18123,0.0808,0.17302
ENSMUSG00000042848,Vmn1r226,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000042849,Olfr1414,0.18611,0.07335,0,0.04575,0.10274,0.05697,0.18677,0.04781,0.10874,0.0404,0.17302
ENSMUSG00000042851,Zc3h6,5.45038,6.62626,15.57338,4.40744,5.03429,5.61747,4.79855,5.19567,7.64802,9.45316,8.39132
ENSMUSG00000042854,Trp53rkb,1.51547,1.90719,2.35891,4.17868,4.52059,5.77699,4.39628,4.43067,5.32824,2.94906,3.97939
ENSMUSG00000042861,Kcna10,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000042863,Olfr1026,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000042869,Olfr1370,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000042870,Tom1,37.22209,25.03796,34.62786,16.86722,17.17482,27.48345,38.3884,23.20522,24.5389,22.66335,31.61884
ENSMUSG00000042873,Lhfpl4,0.58492,0.26896,0.52675,0.39652,0.32535,0.21649,0.28734,0.47813,0.50745,0.36358,0.69207
ENSMUSG00000042888,Prr30,0,0.02445,0,0,0,0.02279,0,0.01594,0.03625,0.0808,0
ENSMUSG00000042894,Olfr1260,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000042895,Abra,0.05317,0,0.06871,0.13726,0.11986,0.05697,0.11494,0.06375,0,0,0.04325
ENSMUSG00000042901,Aida,22.75865,18.43615,47.45299,43.93712,43.85316,21.50136,27.21094,41.05538,126.13794,21.04743,25.47674
ENSMUSG00000042903,Foxo4,44.61334,36.57889,63.78214,52.874,62.29511,35.01519,35.83109,46.74512,28.67101,28.92506,33.47877
ENSMUSG00000042909,Olfr648,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000042918,Mamstr,0,0.02445,0.16031,0.18301,0.23973,0.05697,0.05747,0.11156,0,0.12119,0.04325
ENSMUSG00000042942,Greb1l,3.56269,7.45759,2.63373,1.93683,4.60621,4.83125,4.0802,2.02408,6.2344,4.96897,4.45519
ENSMUSG00000042961,Egflam,9.78409,93.52557,2.15279,10.17218,14.91453,83.32773,21.1912,9.33946,0.57994,82.37179,26.90413
ENSMUSG00000042978,Sbk1,4.09443,6.69961,27.1847,14.71688,17.41455,10.18665,5.57436,9.30759,18.88444,7.59485,3.93613
ENSMUSG00000042985,Upk3b,0.05317,0.0489,0,0.04575,0.10274,0.05697,0.02873,0.01594,0.03625,0,0.04325
ENSMUSG00000042988,Notum,0.02659,0.0489,0.61835,0.32026,0.27398,0.04558,0.02873,0.82876,35.37662,0.28279,0.08651
ENSMUSG00000042992,Borcs5,10.04997,7.16418,5.24456,3.59915,4.46922,6.32393,9.53963,2.31096,5.87194,5.85773,6.31512
ENSMUSG00000042993,Ifnk,0.15952,0,0.0458,0.01525,0.01712,0.03418,0.11494,0.09563,0,0.0404,0.25953
ENSMUSG00000042997,Nhlrc3,31.90465,36.7256,42.23133,14.68637,13.42479,34.36571,28.69073,15.92171,26.89493,36.96429,27.16365
ENSMUSG00000043003,Rasef,94.67705,177.5152,27.07019,1.92158,1.66097,136.83615,89.18981,1.56189,3.95087,200.77871,117.00268
ENSMUSG00000043004,Gng2,0.18611,0.58683,4.32848,11.07197,7.65418,0.63809,0.56031,9.27571,37.80514,0.76756,0.25953
ENSMUSG00000043008,Klhl6,0,0.02445,0.91608,0.10675,0.06849,0.06837,0.01437,0.31875,0.03625,0.28279,0.21627
ENSMUSG00000043013,Onecut1,0.13294,0.02445,0,0.01525,0.03425,0.03418,0.01437,0.04781,0.03625,0,0.17302
ENSMUSG00000043015,Nemp2,7.17855,11.32087,10.26011,6.13076,5.49663,6.586,3.83597,4.33504,14.31738,13.89696,8.52108
ENSMUSG00000043017,Ptgir,0,0.14671,1.00769,0.56427,1.06165,0.03418,0.10057,0.3825,0.10874,0.36358,0.21627
ENSMUSG00000043019,Edem3,80.50607,65.89579,118.15154,81.97223,71.83287,101.28541,141.83019,91.19522,109.06582,72.11066,99.18194
ENSMUSG00000043020,Wdr63,0.02659,0.02445,0.11451,0.42702,0.66781,0.05697,0.01437,0.57376,0.28997,0.0404,0.08651
ENSMUSG00000043029,Trpv3,5.13133,3.05639,33.73468,12.35302,4.89731,1.97124,2.41364,17.16485,9.06163,3.47424,1.85993
ENSMUSG00000043036,Ccdc63,0.13294,0.39122,0.77867,0.21351,0.17123,0.17092,0.38791,0.27094,0.18123,0.40398,0.17302
ENSMUSG00000043050,Tnp2,0,0.02445,0,0.0305,0,0,0.01437,0.01594,0,0,0
ENSMUSG00000043051,Disc1,2.81824,1.17365,0.68706,0.70153,0.63357,1.11666,2.06884,0.65344,0.14499,1.00995,1.5139
ENSMUSG00000043059,Zfp513,64.31446,49.8314,32.88731,27.69518,23.06529,45.69181,66.79179,26.91869,39.50872,45.85188,56.74954
ENSMUSG00000043060,Fscb,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000043061,Tmem18,8.77378,10.14722,33.09343,19.52083,24.64065,10.85893,8.73508,14.79014,20.55179,9.93794,7.91552
ENSMUSG00000043065,Spice1,23.13087,22.61729,23.10814,20.23761,20.71937,22.27618,21.39234,21.06957,18.92069,31.87412,31.22955
ENSMUSG00000043066,Vmn1r66,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000043067,Dpy19l1,7.47101,10.9052,55.49161,84.32083,67.48352,9.22952,10.83265,56.48303,165.24795,9.57436,10.03498
ENSMUSG00000043068,Fam89a,2.15356,6.6018,19.2835,4.55994,5.56512,6.47206,3.67793,3.37878,0.25373,4.3226,2.59525
ENSMUSG00000043073,Usp17le,0,0,0,0,0.01712,0,0,0,0.10874,0,0
ENSMUSG00000043079,Synpo,117.91428,77.19222,151.47399,341.44675,339.81487,109.94521,112.80902,625.53676,186.92338,69.202,103.85339
ENSMUSG00000043085,Tmem82,2.04722,2.12725,2.95436,1.22005,1.21576,1.73196,1.55163,1.27501,0.39871,1.65632,1.73017
ENSMUSG00000043087,Olfr855,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000043088,Il17re,26.37451,23.64424,7.53477,4.89546,5.66786,24.44113,20.34355,3.66566,2.02981,22.13818,23.40054
